name,knn,lr,nn
benchmark,0.8183266932270916,0.8464807436918991,0.8450199365615845
ctgan,0.6798140770252324,0.7543160690571049,0.7543160915374756
benchmark,0.8183266932270916,0.8464807436918991,0.8463479280471802
benchmark,0.8183266932270916,0.8464807436918991,0.8469455242156982
ydata,0.7146746347941567,0.7543160690571049,0.7537184357643127
benchmark,0.8183266932270916,0.8464807436918991,0.8471447825431824
ydata,0.7237715803452855,0.7543160690571049,0.7540504932403564
benchmark,0.8183266932270916,0.8464807436918991,0.848804771900177
